No
469,R
309,B
506,R
607,B
465,R
573,B
409,R
533,B
418,R
660,B
419,R
347,B
1482,R
665,B
463,R
655,B
459,R
650,B
483,R
477,B
431,R
622,B
474,R
619,B
471,R
590,B
488,R
604,B
482,R
734,B
479,R
638,B
515,R
571,B
480,R
672,B
401,R
349,B
1489,R
746,B
594,R
550,B
592,R
664,B
529,R
450,B
808,R
605,B
439,R
635,B
413,R
717,B
524,R
467,B
534,R
476,B
512,R
502,B
570,R
620,B
565,R
556,B
484,R
596,B
437,R
763,B
511,R
757,B
433,R
721,B
493,R
696,B
475,R
653,B
600,R
657,B
442,R
720,B
517,R
662,B
574,R
711,B
542,R
567,B
840,R
645,B
648,R
688,B
481,R
559,B
552,R
724,B
487,R
715,B
537,R
366,B
1667,R
617,B
577,R
659,B
814,R
667,B
611,R
695,B
589,R
723,B
434,R
627,B
568,R
730,B
490,R
750,B
446,R
647,B
580,R
714,B
525,R
781,B
535,R
740,B
548,R
771,B
572,R
692,B
658,R
735,B
486,R
585,B
614,R
260,B
801,R
772,B
595,R
841,B
497,R
793,B
626,R
792,B
615,R
608,B
751,R
689,B
495,R
729,B
278,R
794,B
582,R
739,B
555,R
799,B
579,R
629,B
609,R
784,B
569,R
710,B
527,R
790,B
666,R
700,B
625,R
798,B
588,R
804,B
576,R
536,B
909,R
727,B
641,R
691,B
545,R
764,B
628,R
726,B
652,R
761,B
618,R
762,B
644,R
774,B
598,R
854,B
623,R
591,B
709,R
871,B
584,R
776,B
606,R
756,B
624,R
753,B
634,R
728,B
538,R
737,B
631,R
870,B
825,R
708,B
630,R
779,B
847,R
741,B
675,R
758,B
616,R
788,B
613,R
831,B
878,R
852,B
673,R
521,B
674,R
807,B
668,R
669,B
705,R
823,B
819,R
712,B
670,R
775,B
786,R
744,B
646,R
874,B
682,R
938,B
677,R
815,B
633,R
820,B
661,R
656,B
749,R
773,B
795,R
858,B
640,R
835,B
676,R
797,B
706,R
796,B
957,R
910,B
824,R
905,B
699,R
891,B
663,R
896,B
703,R
867,B
733,R
970,B
702,R
848,B
684,R
959,B
745,R
833,B
738,R
713,B
759,R
832,B
680,R
800,B
683,R
927,B
690,R
872,B
671,R
875,B
818,R
855,B
685,R
817,B
747,R
1013,B
810,R
895,B
687,R
921,B
651,R
643,B
1264,R
642,B
836,R
863,B
780,R
916,B
838,R
900,B
602,R
876,B
681,R
982,B
809,R
805,B
698,R
716,B
697,R
694,B
897,R
1179,B
679,R
500,B
941,R
987,B
725,R
864,B
822,R
972,B
707,R
868,B
732,R
1049,B
736,R
718,B
902,R
803,B
755,R
954,B
787,R
846,B
791,R
1032,B
828,R
777,B
975,R
843,B
2072,R
884,B
856,R
992,B
748,R
911,B
742,R
939,B
686,R
813,B
834,R
1040,B
778,R
918,B
844,R
996,B
907,R
893,B
862,R
925,B
766,R
1012,B
731,R
999,B
765,R
914,B
851,R
913,B
922,R
926,B
826,R
1014,B
789,R
853,B
754,R
998,B
768,R
955,B
865,R
956,B
830,R
1140,B
812,R
966,B
722,R
1019,B
752,R
701,B
2024,R
985,B
839,R
811,B
888,R
944,B
859,R
967,B
849,R
783,B
1185,R
988,B
806,R
1021,B
885,R
1070,B
908,R
903,B
929,R
978,B
971,R
1020,B
837,R
1046,B
901,R
621,B
961,R
1077,B
940,R
883,B
767,R
969,B
760,R
704,B
899,R
1081,B
829,R
962,B
958,R
995,B
890,R
1078,B
860,R
1023,B
935,R
943,B
877,R
1067,B
912,R
866,B
945,R
1045,B
770,R
950,B
917,R
1073,B
785,R
1035,B
850,R
869,B
1457,R
1044,B
1093,R
1089,B
976,R
1088,B
821,R
915,B
977,R
1034,B
827,R
1043,B
873,R
1091,B
802,R
1124,B
881,R
284,B
1007,R
1033,B
906,R
1128,B
887,R
61,B
1294,R
1086,B
933,R
1076,B
979,R
1087,B
947,R
1107,B
894,R
1098,B
946,R
1002,B
1029,R
1027,B
919,R
993,B
951,R
593,B
1017,R
1025,B
886,R
1001,B
997,R
1097,B
960,R
769,B
1253,R
1151,B
857,R
1106,B
963,R
1072,B
880,R
1163,B
892,R
1154,B
928,R
1083,B
898,R
1085,B
937,R
1138,B
964,R
1080,B
1004,R
1121,B
920,R
1051,B
1158,R
1143,B
936,R
1084,B
981,R
1139,B
1174,R
1142,B
942,R
1173,B
934,R
1118,B
1003,R
879,B
2388,R
1160,B
923,R
1152,B
1036,R
1131,B
973,R
1042,B
953,R
1164,B
931,R
563,B
991,R
1137,B
949,R
1214,B
1172,R
1194,B
948,R
1090,B
989,R
1130,B
1026,R
1208,B
980,R
1176,B
930,R
1169,B
1047,R
1178,B
1009,R
1226,B
983,R
1182,B
1016,R
1031,B
1063,R
1094,B
904,R
1155,B
1038,R
882,B
1000,R
1213,B
1048,R
1306,B
994,R
1217,B
1050,R
610,B
1467,R
1062,B
1133,R
1183,B
1008,R
1105,B
1134,R
1065,B
1396,R
1074,B
1146,R
1197,B
965,R
1129,B
932,R
1055,B
1189,R
1115,B
1037,R
1202,B
1102,R
1095,B
1068,R
1201,B
924,R
1180,B
974,R
1195,B
889,R
1149,B
1041,R
1210,B
1024,R
1103,B
2194,R
1111,B
1187,R
1280,B
986,R
1120,B
1052,R
1281,B
1022,R
1238,B
1039,R
1224,B
1018,R
1246,B
1261,R
1207,B
1030,R
1132,B
1108,R
1125,B
1175,R
1221,B
1162,R
1216,B
1075,R
1059,B
1394,R
1235,B
1053,R
1242,B
1006,R
1355,B
1005,R
1116,B
1237,R
1165,B
1203,R
1145,B
1104,R
1244,B
1193,R
1218,B
968,R
1058,B
1509,R
1297,B
1233,R
1227,B
1219,R
1228,B
1157,R
1335,B
1250,R
1161,B
1109,R
1168,B
1057,R
1301,B
1100,R
1229,B
1212,R
1234,B
1148,R
1278,B
1304,R
1298,B
1205,R
1243,B
984,R
1061,B
1101,R
1257,B
1082,R
1204,B
1126,R
1323,B
1066,R
1311,B
1064,R
1329,B
1135,R
1347,B
1028,R
1268,B
1426,R
1230,B
1153,R
1010,B
1232,R
1209,B
1177,R
1356,B
1079,R
1271,B
1302,R
1096,B
2229,R
1305,B
1211,R
1245,B
1259,R
1309,B
1171,R
1249,B
1144,R
1188,B
1114,R
1263,B
1136,R
1300,B
1147,R
1368,B
1141,R
1225,B
1247,R
1312,B
1112,R
1267,B
1060,R
1383,B
1166,R
1200,B
1352,R
1370,B
1236,R
1320,B
1429,R
1272,B
1199,R
1277,B
1295,R
1256,B
1251,R
1324,B
1184,R
1359,B
1186,R
1360,B
1252,R
1380,B
1119,R
1363,B
1220,R
1362,B
1222,R
1387,B
1159,R
1314,B
1092,R
1223,B
1231,R
1150,B
1649,R
1443,B
1190,R
1421,B
1127,R
1366,B
1262,R
1276,B
1327,R
1255,B
1678,R
1206,B
1338,R
1379,B
1167,R
1336,B
1639,R
1348,B
1269,R
1341,B
1315,R
1424,B
1192,R
1117,B
1717,R
1361,B
1198,R
1283,B
1113,R
1122,B
1641,R
1331,B
1274,R
1334,B
1737,R
1412,B
1110,R
1410,B
1266,R
1464,B
1071,R
1397,B
1181,R
1325,B
1279,R
1364,B
1239,R
1377,B
1254,R
1408,B
1328,R
1436,B
1248,R
1471,B
1241,R
1400,B
1409,R
1438,B
1384,R
1354,B
1296,R
1418,B
1260,R
1445,B
1391,R
1525,B
1270,R
1240,B
1507,R
1265,B
1913,R
1402,B
1284,R
1303,B
1425,R
990,B
1326,R
1413,B
1339,R
1450,B
1345,R
1407,B
1486,R
1431,B
1372,R
1449,B
1382,R
1337,B
1321,R
1502,B
1099,R
1423,B
1417,R
1458,B
1287,R
845,B
1709,R
1123,B
1465,R
1427,B
1307,R
1414,B
1386,R
1444,B
1290,R
1514,B
1506,R
1393,B
1313,R
1403,B
1665,R
1420,B
1398,R
1401,B
1340,R
1476,B
1282,R
1428,B
1291,R
1357,B
1286,R
1469,B
1378,R
1461,B
1215,R
1468,B
2227,R
1433,B
1316,R
1350,B
1273,R
1474,B
1293,R
1537,B
1258,R
1520,B
1411,R
1440,B
1353,R
1478,B
1322,R
1441,B
1191,R
1285,B
1308,R
1479,B
1299,R
1462,B
1404,R
1389,B
1333,R
1395,B
1385,R
1493,B
1346,R
1419,B
1915,R
1540,B
1437,R
1551,B
1381,R
1369,B
1556,R
1491,B
1399,R
1446,B
1344,R
1054,B
1442,R
1545,B
1453,R
1566,B
1310,R
1374,B
1692,R
1365,B
1435,R
1569,B
1677,R
1559,B
1494,R
1451,B
1351,R
1472,B
1330,R
1439,B
1317,R
1275,B
1742,R
1496,B
1332,R
1470,B
1375,R
1289,B
1552,R
1527,B
1342,R
1584,B
1367,R
1553,B
1343,R
1477,B
1434,R
1288,B
1406,R
1515,B
1463,R
586,B
2025,R
1580,B
1415,R
1170,B
1499,R
1488,B
1615,R
1522,B
1292,R
1519,B
1416,R
1546,B
1455,R
1358,B
2076,R
1582,B
1371,R
1513,B
1373,R
1511,B
1526,R
1501,B
1481,R
1563,B
1564,R
1557,B
1517,R
554,B
2882,R
1480,B
1318,R
1587,B
1349,R
1579,B
1432,R
1627,B
1484,R
1535,B
1487,R
1547,B
1495,R
1575,B
1405,R
1524,B
1483,R
1619,B
1473,R
1591,B
1562,R
1583,B
1456,R
1460,B
1510,R
1650,B
1512,R
1611,B
1430,R
1603,B
1466,R
1452,B
1574,R
1567,B
1533,R
1625,B
1490,R
1521,B
1485,R
1647,B
1422,R
1771,B
1576,R
1596,B
1503,R
1536,B
1922,R
1548,B
1492,R
1448,B
1560,R
1642,B
1447,R
1568,B
1632,R
1804,B
1532,R
1588,B
1459,R
1612,B
1594,R
1602,B
1376,R
1604,B
1508,R
1593,B
1498,R
1656,B
1544,R
1608,B
1392,R
1555,B
2179,R
1518,B
1572,R
1712,B
1534,R
1673,B
1528,R
1621,B
1529,R
1651,B
1571,R
1648,B
1570,R
1669,B
1541,R
1565,B
1610,R
1626,B
1663,R
1702,B
1538,R
1454,B
2071,R
1622,B
1950,R
1577,B
1578,R
1586,B
1500,R
1751,B
1628,R
1661,B
1676,R
1613,B
1523,R
1666,B
1617,R
1614,B
1585,R
1655,B
1497,R
1653,B
1589,R
1662,B
1581,R
1730,B
1605,R
1710,B
1554,R
1768,B
1607,R
1789,B
1530,R
1697,B
1640,R
1674,B
1645,R
473,B
4110,R
1681,B
1504,R
1691,B
1573,R
1780,B
1595,R
1695,B
1531,R
1687,B
1635,R
1679,B
1505,R
1630,B
1606,R
1599,B
1748,R
1718,B
1694,R
1699,B
1620,R
1319,B
1597,R
1711,B
1646,R
1696,B
1558,R
1708,B
1685,R
1715,B
1644,R
1590,B
1756,R
1760,B
1701,R
1693,B
1618,R
952,B
1714,R
1721,B
1680,R
1765,B
1539,R
1774,B
1592,R
1828,B
1688,R
1769,B
1550,R
1722,B
1670,R
1713,B
1623,R
1658,B
1682,R
1770,B
1668,R
1616,B
2136,R
1830,B
1633,R
1815,B
1600,R
1643,B
1996,R
1732,B
1624,R
1841,B
1736,R
1776,B
1726,R
1792,B
1654,R
1838,B
1700,R
1601,B
1791,R
1805,B
1657,R
1790,B
1609,R
1816,B
1675,R
1388,B
1729,R
1847,B
1689,R
1807,B
1948,R
1741,B
1739,R
1056,B
2296,R
1820,B
1683,R
1796,B
1672,R
1876,B
1740,R
1629,B
1734,R
1390,B
1981,R
1638,B
1783,R
1731,B
1724,R
1775,B
1795,R
1664,B
1705,R
1698,B
1884,R
1810,B
1744,R
1875,B
1706,R
1823,B
1720,R
1755,B
1920,R
1794,B
1703,R
1801,B
1686,R
1798,B
1761,R
1766,B
1759,R
1806,B
1738,R
1855,B
1749,R
1652,B
1951,R
1891,B
1716,R
1475,B
2091,R
1853,B
1725,R
1897,B
1690,R
1779,B
1754,R
1918,B
1735,R
1817,B
1824,R
1671,B
1746,R
1882,B
1772,R
1784,B
1822,R
1883,B
1793,R
1986,B
1778,R
1845,B
1767,R
1782,B
1728,R
1864,B
1763,R
1893,B
1707,R
1684,B
1800,R
1850,B
1727,R
1542,B
2039,R
1937,B
1659,R
1814,B
1743,R
1917,B
1786,R
1634,B
1852,R
2022,B
1781,R
1868,B
1752,R
1870,B
1753,R
1831,B
2479,R
1733,B
1802,R
1843,B
1811,R
1955,B
1813,R
1812,B
1827,R
1916,B
1879,R
1844,B
1745,R
1896,B
1777,R
1973,B
1797,R
1764,B
1758,R
1719,B
1985,R
1925,B
1854,R
1869,B
1866,R
1926,B
1940,R
1860,B
2075,R
1933,B
1636,R
1878,B
1747,R
1961,B
1872,R
1516,B
1846,R
1723,B
1819,R
1901,B
1785,R
1832,B
1809,R
1919,B
2003,R
1861,B
1952,R
1929,B
1773,R
1898,B
1867,R
1631,B
1808,R
1900,B
1787,R
1881,B
1848,R
1938,B
2056,R
1905,B
1907,R
1895,B
1825,R
1935,B
1788,R
1945,B
1840,R
1963,B
1914,R
1561,B
1943,R
2018,B
1818,R
1887,B
1836,R
1999,B
1894,R
1921,B
1873,R
1992,B
1859,R
1863,B
1928,R
2050,B
1826,R
1944,B
1803,R
1762,B
2110,R
1949,B
1890,R
1842,B
2342,R
1936,B
1923,R
2002,B
1849,R
861,B
3002,R
1991,B
1903,R
1972,B
1829,R
1835,B
2092,R
1909,B
1977,R
1902,B
2189,R
2021,B
1888,R
1966,B
2552,R
2008,B
1889,R
1799,B
1987,R
1927,B
2034,R
1837,B
2065,R
1958,B
1862,R
2046,B
1865,R
1997,B
2019,R
2026,B
2004,R
1994,B
1904,R
2047,B
1834,R
2109,B
1858,R
1957,B
1967,R
2087,B
1931,R
1990,B
1874,R
1979,B
1946,R
2010,B
1982,R
1993,B
1947,R
1851,B
1956,R
2016,B
1912,R
2074,B
1908,R
1962,B
1932,R
1871,B
1953,R
1939,B
1965,R
2009,B
1964,R
2041,B
2006,R
1959,B
2014,R
2062,B
1910,R
1998,B
1886,R
2007,B
1968,R
2023,B
1960,R
1976,B
1984,R
2029,B
1877,R
2120,B
1942,R
2088,B
1856,R
1911,B
2104,R
2017,B
1980,R
2040,B
1930,R
2064,B
1857,R
2090,B
1941,R
2086,B
1969,R
1821,B
2015,R
1637,B
2094,R
2079,B
2013,R
2068,B
2042,R
2044,B
1974,R
2101,B
1975,R
2057,B
2012,R
2315,B
2001,R
2061,B
2093,R
2048,B
2126,R
2033,B
1983,R
1833,B
2058,R
2054,B
2107,R
2102,B
2066,R
2132,B
1899,R
2011,B
1978,R
2100,B
1954,R
2027,B
1989,R
1011,B
2950,R
2098,B
1970,R
2160,B
1971,R
2123,B
2099,R
2137,B
2175,R
2085,B
2059,R
2073,B
2105,R
2129,B
2220,R
2210,B
2208,R
2166,B
2038,R
2277,B
2043,R
2167,B
2031,R
2158,B
2165,R
2122,B
2060,R
2161,B
2144,R
2135,B
2150,R
2080,B
2020,R
2082,B
2049,R
2177,B
2127,R
2153,B
2148,R
2145,B
2081,R
1906,B
2117,R
2084,B
2035,R
1988,B
2190,R
2187,B
2032,R
1704,B
2078,R
2155,B
2173,R
2000,B
2028,R
2184,B
2005,R
2133,B
2151,R
2036,B
2052,R
2156,B
2089,R
2118,B
2063,R
2188,B
2097,R
2171,B
2096,R
2114,B
2030,R
2206,B
2108,R
2204,B
2146,R
2159,B
2207,R
2170,B
2106,R
1598,B
2263,R
2176,B
2067,R
2195,B
2121,R
2274,B
2069,R
2248,B
2111,R
2250,B
2130,R
2157,B
2197,R
2128,B
2163,R
2212,B
2119,R
2178,B
2112,R
2269,B
2228,R
2182,B
2246,R
2209,B
2055,R
2237,B
2095,R
2205,B
2113,R
2134,B
2143,R
2222,B
2202,R
2314,B
2152,R
1880,B
2217,R
2258,B
2142,R
2083,B
2232,R
2191,B
2131,R
2240,B
2077,R
2070,B
2186,R
2297,B
2154,R
1892,B
3032,R
2235,B
2147,R
2192,B
2181,R
2231,B
2238,R
2214,B
2253,R
2226,B
2215,R
2302,B
2249,R
2037,B
2183,R
2234,B
2224,R
2216,B
2169,R
1757,B
2434,R
2203,B
2213,R
2124,B
2199,R
2219,B
2116,R
2051,B
2139,R
2266,B
2252,R
2309,B
2201,R
2180,B
2251,R
2196,B
2280,R
2370,B
2168,R
2125,B
2413,R
2336,B
2198,R
1543,B
2242,R
2264,B
2223,R
2193,B
2357,R
2141,B
2505,R
2300,B
2267,R
2320,B
2221,R
2435,B
2275,R
2103,B
2341,R
1924,B
2262,R
2239,B
2211,R
2268,B
2164,R
2326,B
2272,R
2288,B
2140,R
2149,B
2392,R
1660,B
2241,R
2381,B
2351,R
2312,B
2284,R
2273,B
2373,R
2327,B
2307,R
2331,B
2172,R
2385,B
2298,R
2138,B
2308,R
2301,B
2185,R
2355,B
2244,R
2276,B
2256,R
2383,B
2200,R
2045,B
2858,R
2470,B
2306,R
2261,B
2286,R
2390,B
2243,R
2332,B
2259,R
2334,B
2287,R
2337,B
2364,R
2395,B
2257,R
2389,B
2271,R
2318,B
2230,R
2265,B
2299,R
2348,B
2278,R
2460,B
2467,R
2305,B
2313,R
2482,B
2289,R
2428,B
2295,R
196,B
2965,R
2489,B
2218,R
2319,B
2260,R
2473,B
2316,R
2382,B
2430,R
2393,B
2281,R
2403,B
2285,R
2480,B
2293,R
2406,B
2291,R
2247,B
2344,R
2115,B
2310,R
2317,B
2245,R
2409,B
2294,R
2429,B
2324,R
2523,B
2303,R
1750,B
2608,R
2445,B
2290,R
2283,B
2362,R
2528,B
2311,R
2162,B
2463,R
2474,B
2329,R
2450,B
2408,R
2328,B
2491,R
2340,B
2236,R
2323,B
2569,R
2444,B
2282,R
2457,B
2292,R
2590,B
2255,R
2333,B
2432,R
2439,B
2407,R
2503,B
2338,R
2339,B
2349,R
2499,B
2347,R
2365,B
2363,R
2279,B
2343,R
2368,B
2484,R
2270,B
2345,R
2451,B
2372,R
2358,B
2371,R
2536,B
2377,R
2376,B
2350,R
2321,B
2386,R
2325,B
2542,R
2396,B
2442,R
2417,B
2356,R
2402,B
2361,R
2369,B
2399,R
2487,B
2330,R
2053,B
2304,R
2490,B
2346,R
2535,B
2384,R
2405,B
2414,R
2486,B
2375,R
2591,B
2366,R
2466,B
2335,R
2401,B
2416,R
2447,B
2431,R
2419,B
2514,R
2483,B
2412,R
2476,B
2367,R
2397,B
2422,R
2354,B
2543,R
2516,B
2424,R
2526,B
2379,R
2427,B
2462,R
2420,B
2488,R
2611,B
2410,R
2404,B
2710,R
2225,B
2529,R
2380,B
2411,R
2538,B
2580,R
2517,B
2520,R
2541,B
2446,R
599,B
3432,R
2352,B
2353,R
2485,B
2493,R
2492,B
2454,R
2566,B
2426,R
2609,B
2496,R
2604,B
2421,R
2507,B
2497,R
2501,B
2394,R
2551,B
2449,R
2597,B
2391,R
2592,B
2359,R
2575,B
2495,R
2557,B
2465,R
2554,B
2502,R
2585,B
2436,R
2595,B
2525,R
2441,B
2572,R
2559,B
2533,R
2642,B
2415,R
2440,B
2443,R
2515,B
2469,R
2540,B
2448,R
2360,B
2797,R
2577,B
2452,R
2627,B
2400,R
2636,B
2508,R
2612,B
2504,R
782,B
2772,R
2588,B
2509,R
2602,B
2561,R
2471,B
2564,R
2669,B
2398,R
2455,B
2511,R
2587,B
2425,R
2656,B
2456,R
2594,B
2546,R
2621,B
2573,R
2560,B
2534,R
2593,B
2633,R
2610,B
2475,R
2481,B
2458,R
2527,B
2562,R
2632,B
2437,R
2549,B
2478,R
2674,B
2518,R
2418,B
3299,R
2438,B
2477,R
2544,B
2468,R
2653,B
2433,R
2623,B
2547,R
2658,B
2545,R
2615,B
2512,R
2524,B
2521,R
2647,B
2766,R
2712,B
2550,R
2586,B
2510,R
2667,B
2494,R
2599,B
2576,R
2616,B
2553,R
2423,B
2589,R
2556,B
2724,R
2734,B
2600,R
2685,B
2598,R
2603,B
2500,R
2660,B
2625,R
2648,B
2464,R
2676,B
2472,R
2714,B
2596,R
2567,B
2737,R
2695,B
2548,R
2539,B
2579,R
2690,B
2606,R
2670,B
2531,R
2628,B
2583,R
2532,B
2506,R
2617,B
2662,R
2708,B
2605,R
2752,B
2555,R
2697,B
2720,R
2665,B
2717,R
2663,B
2513,R
2581,B
2637,R
2498,B
2715,R
2672,B
2614,R
2649,B
2942,R
2689,B
2659,R
2630,B
2826,R
2530,B
2601,R
2661,B
2568,R
2680,B
2574,R
2654,B
2563,R
2683,B
2716,R
2769,B
2634,R
2629,B
2638,R
2607,B
2620,R
2652,B
2782,R
2725,B
2618,R
2664,B
2741,R
2705,B
2558,R
2644,B
2640,R
2722,B
2624,R
2691,B
2522,R
2461,B
2887,R
2801,B
2655,R
2696,B
2857,R
2578,B
2693,R
2453,B
2570,R
2789,B
2727,R
2778,B
2537,R
2650,B
2571,R
2679,B
2753,R
2682,B
2861,R
2747,B
2582,R
2805,B
2626,R
2746,B
2692,R
2731,B
2678,R
2698,B
2788,R
2694,B
2686,R
2740,B
2651,R
2760,B
2613,R
2643,B
2811,R
2719,B
2890,R
2785,B
2768,R
2673,B
2646,R
2721,B
2795,R
2675,B
2780,R
2783,B
2824,R
2764,B
2699,R
2799,B
2726,R
2745,B
2619,R
2584,B
2776,R
2723,B
2736,R
2701,B
2707,R
2711,B
2677,R
2787,B
2743,R
2792,B
2713,R
2803,B
2756,R
2763,B
2728,R
2817,B
2700,R
2378,B
2943,R
2754,B
2732,R
2730,B
2718,R
2174,B
2816,R
2762,B
2706,R
2823,B
2779,R
2796,B
2791,R
2818,B
2739,R
2666,B
2924,R
2631,B
3429,R
2819,B
2733,R
2808,B
2681,R
2781,B
2738,R
2855,B
2657,R
2773,B
2815,R
2807,B
2856,R
2848,B
2851,R
2827,B
2936,R
2729,B
2668,R
2845,B
2784,R
2841,B
2755,R
2879,B
2761,R
2844,B
2903,R
2794,B
2777,R
2765,B
2744,R
2830,B
2859,R
2930,B
2802,R
2735,B
2749,R
2751,B
2888,R
2704,B
2822,R
2814,B
2709,R
3035,B
3139,R
3119,B
2828,R
2774,B
2742,R
2459,B
2881,R
2937,B
2775,R
2812,B
2804,R
2800,B
2829,R
2914,B
2892,R
2876,B
3022,R
2833,B
2832,R
2847,B
2852,R
2906,B
2770,R
2870,B
2846,R
2790,B
2863,R
2886,B
2839,R
2849,B
2831,R
2809,B
2949,R
2976,B
2843,R
2885,B
2786,R
2810,B
2837,R
2771,B
3184,R
2387,B
2990,R
2869,B
2877,R
2820,B
2957,R
2635,B
2875,R
2748,B
2842,R
2862,B
2956,R
2912,B
2750,R
2758,B
2899,R
2939,B
2901,R
2834,B
2871,R
2946,B
2898,R
2835,B
3005,R
2884,B
2864,R
2928,B
2825,R
2872,B
2867,R
2813,B
2918,R
2868,B
2897,R
2878,B
2860,R
2893,B
2980,R
2947,B
2940,R
2925,B
2904,R
2767,B
2986,R
3006,B
2850,R
2865,B
3025,R
2687,B
3010,R
3070,B
2821,R
2798,B
4006,R
2854,B
2935,R
2873,B
2880,R
2920,B
2910,R
3092,B
2759,R
3013,B
2793,R
2883,B
2902,R
2671,B
2973,R
2838,B
2954,R
3001,B
2933,R
2945,B
2913,R
2889,B
3048,R
2958,B
2908,R
2985,B
2874,R
2993,B
2934,R
2806,B
2991,R
3050,B
2951,R
2927,B
2895,R
2944,B
2988,R
2853,B
2966,R
2984,B
3196,R
2921,B
3102,R
3016,B
2961,R
2894,B
2975,R
3008,B
2909,R
3028,B
2917,R
2932,B
2987,R
2929,B
2916,R
2891,B
2995,R
2978,B
2900,R
2896,B
2977,R
3083,B
2998,R
2970,B
2971,R
2963,B
3079,R
3034,B
2953,R
2996,B
2972,R
3003,B
2907,R
2983,B
3017,R
2948,B
3056,R
3069,B
3033,R
2938,B
3042,R
2941,B
3057,R
3089,B
3160,R
2952,B
3038,R
2915,B
2968,R
2994,B
3106,R
3029,B
3019,R
3108,B
3082,R
3011,B
2989,R
2964,B
3018,R
2974,B
3101,R
2923,B
